Unnamed: 0_level_0,Unnamed: 1_level_0,Inside 20,Inside 20,Inside 20,Inside 20,Inside 20,Inside 20,Inside 10,Inside 10,Inside 10,Inside 10,Inside 10,Inside 10,Unnamed: 14_level_0
Kylen Granson,IND,3,2,66.67%,3,0,4.8%,0,0,,0,0,.0%,All Kylen Granson red zone receiving plays
Connor Heyward,PIT,3,2,66.67%,26,1,5.4%,1,0,0.00%,0,0,3.4%,All Connor Heyward red zone receiving plays
Taysom Hill,NOR,3,2,66.67%,8,1,4.9%,3,2,66.67%,8,1,14.3%,All Taysom Hill red zone receiving plays
O.J. Howard,HOU,3,1,33.33%,16,1,4.5%,1,0,0.00%,0,0,4.0%,All O.J. Howard red zone receiving plays
Deon Jackson,IND,3,3,100.00%,16,1,4.8%,1,1,100.00%,1,1,3.1%,All Deon Jackson red zone receiving plays
Jauan Jennings,SFO,3,2,66.67%,6,1,4.9%,2,2,100.00%,6,1,6.7%,All Jauan Jennings red zone receiving plays
Marcus Johnson,NYG,3,0,0.00%,0,0,7.7%,3,0,0.00%,0,0,15.0%,All Marcus Johnson red zone receiving plays
Dax Milne,WAS,3,3,100.00%,24,1,5.6%,1,1,100.00%,6,1,3.6%,All Dax Milne red zone receiving plays
David Montgomery,CHI,3,3,100.00%,15,1,8.1%,1,1,100.00%,10,1,5.9%,All David Montgomery red zone receiving plays
Johnny Mundt,MIN,3,2,66.67%,18,1,3.1%,2,1,50.00%,1,1,3.8%,All Johnny Mundt red zone receiving plays
Cordarrelle Patterson,ATL,3,1,33.33%,2,0,6.3%,2,0,0.00%,0,0,7.1%,All Cordarrelle Patterson red zone receiving plays
James Robinson,2TM,3,2,66.67%,10,2,,2,2,100.00%,10,2,,All James Robinson red zone receiving plays
Eric Saubert,DEN,3,1,33.33%,7,0,6.1%,0,0,,0,0,.0%,All Eric Saubert red zone receiving plays
Cam Sims,WAS,3,1,33.33%,12,0,5.6%,1,0,0.00%,0,0,3.6%,All Cam Sims red zone receiving plays
Ben Skowronek,LAR,3,0,0.00%,0,0,4.5%,1,0,0.00%,0,0,2.6%,All Ben Skowronek red zone receiving plays
Darius Slayton,NYG,3,2,66.67%,16,0,7.7%,1,1,100.00%,6,0,5.0%,All Darius Slayton red zone receiving plays
Durham Smythe,MIA,3,2,66.67%,9,1,4.8%,1,1,100.00%,4,1,3.2%,All Durham Smythe red zone receiving plays
Jonathan Taylor,IND,3,2,66.67%,5,0,4.8%,1,1,100.00%,4,0,3.1%,All Jonathan Taylor red zone receiving plays
Mike Thomas,CIN,3,0,0.00%,0,0,3.4%,1,0,0.00%,0,0,2.9%,All Mike Thomas red zone receiving plays
Michael Thomas,NOR,3,3,100.00%,19,3,4.9%,3,3,100.00%,19,3,14.3%,All Michael Thomas red zone receiving plays
Adam Trautman,NOR,3,2,66.67%,19,0,4.9%,0,0,,0,0,.0%,All Adam Trautman red zone receiving plays
Avery Williams,ATL,3,3,100.00%,11,0,6.3%,1,1,100.00%,7,0,3.6%,All Avery Williams red zone receiving plays
Nelson Agholor,NWE,2,1,50.00%,13,0,4.3%,1,0,0.00%,0,0,3.6%,All Nelson Agholor red zone receiving plays
Dan Arnold,JAX,2,1,50.00%,8,0,2.6%,0,0,,0,0,.0%,All Dan Arnold red zone receiving plays
Tutu Atwell,LAR,2,1,50.00%,3,0,3.0%,1,0,0.00%,0,0,2.6%,All Tutu Atwell red zone receiving plays
Saquon Barkley,NYG,2,0,0.00%,0,0,5.1%,1,0,0.00%,0,0,5.0%,All Saquon Barkley red zone receiving plays
John Bates,WAS,2,1,50.00%,16,1,3.7%,0,0,,0,0,.0%,All John Bates red zone receiving plays
Mike Boone,DEN,2,1,50.00%,2,0,4.1%,1,0,0.00%,0,0,3.7%,All Mike Boone red zone receiving plays
Malcolm Brown,LAR,2,1,50.00%,3,0,3.0%,1,1,100.00%,3,0,2.6%,All Malcolm Brown red zone receiving plays
Pharaoh Brown,CLE,2,1,50.00%,5,0,2.9%,0,0,,0,0,.0%,All Pharaoh Brown red zone receiving plays
Grant Calcaterra,PHI,2,1,50.00%,-2,0,4.3%,0,0,,0,0,.0%,All Grant Calcaterra red zone receiving plays
Malik Davis,DAL,2,2,100.00%,15,0,3.0%,0,0,,0,0,.0%,All Malik Davis red zone receiving plays
J.K. Dobbins,BAL,2,1,50.00%,1,1,2.9%,2,1,50.00%,1,1,6.9%,All J.K. Dobbins red zone receiving plays
Phillip Dorsett,HOU,2,0,0.00%,0,0,3.0%,1,0,0.00%,0,0,4.0%,All Phillip Dorsett red zone receiving plays
Greg Dulcich,DEN,2,1,50.00%,11,1,4.1%,1,0,0.00%,0,0,3.7%,All Greg Dulcich red zone receiving plays
D'Wayne Eskridge,SEA,2,1,50.00%,3,0,3.0%,1,0,0.00%,0,0,3.7%,All D'Wayne Eskridge red zone receiving plays
Zach Gentry,PIT,2,1,50.00%,2,0,3.6%,2,1,50.00%,2,0,6.9%,All Zach Gentry red zone receiving plays
Melvin Gordon,DEN,2,2,100.00%,14,0,4.1%,1,1,100.00%,8,0,3.7%,All Melvin Gordon red zone receiving plays
Ryan Griffin,CHI,2,1,50.00%,2,0,5.4%,1,0,0.00%,0,0,5.9%,All Ryan Griffin red zone receiving plays
C.J. Ham,MIN,2,2,100.00%,7,0,2.0%,2,2,100.00%,7,0,3.8%,All C.J. Ham red zone receiving plays
Darrell Henderson,LAR,2,1,50.00%,7,0,3.0%,0,0,,0,0,.0%,All Darrell Henderson red zone receiving plays
Parker Hesse,ATL,2,1,50.00%,5,0,4.2%,0,0,,0,0,.0%,All Parker Hesse red zone receiving plays
Zander Horvath,LAC,2,2,100.00%,2,2,2.1%,2,2,100.00%,2,2,4.3%,All Zander Horvath red zone receiving plays
Alec Ingold,MIA,2,2,100.00%,15,1,3.2%,0,0,,0,0,.0%,All Alec Ingold red zone receiving plays
DeSean Jackson,BAL,2,0,0.00%,0,0,2.9%,0,0,,0,0,.0%,All DeSean Jackson red zone receiving plays
Brandon Johnson,DEN,2,1,50.00%,1,1,4.1%,2,1,50.00%,1,1,7.4%,All Brandon Johnson red zone receiving plays
Velus Jones,CHI,2,1,50.00%,9,1,5.4%,1,1,100.00%,9,1,5.9%,All Velus Jones red zone receiving plays
Brevin Jordan,HOU,2,0,0.00%,0,0,3.0%,0,0,,0,0,.0%,All Brevin Jordan red zone receiving plays
Kyle Juszczyk,SFO,2,2,100.00%,3,1,3.3%,2,2,100.00%,3,1,6.7%,All Kyle Juszczyk red zone receiving plays
Zonovan Knight,NYJ,2,2,100.00%,9,0,3.2%,0,0,,0,0,.0%,All Zonovan Knight red zone receiving plays
Marcedes Lewis,GNB,2,2,100.00%,3,2,2.7%,2,2,100.00%,3,2,6.3%,All Marcedes Lewis red zone receiving plays
Quintin Morris,BUF,2,2,100.00%,14,1,2.6%,1,1,100.00%,0,0,2.9%,All Quintin Morris red zone receiving plays
Chris Myarick,NYG,2,2,100.00%,5,1,5.1%,1,1,100.00%,1,1,5.0%,All Chris Myarick red zone receiving plays
Dare Ogunbowale,HOU,2,0,0.00%,0,0,3.0%,1,0,0.00%,0,0,4.0%,All Dare Ogunbowale red zone receiving plays
Donald Parham,LAC,2,1,50.00%,3,1,2.1%,2,1,50.00%,3,1,4.3%,All Donald Parham red zone receiving plays
Dameon Pierce,HOU,2,2,100.00%,5,1,3.0%,1,1,100.00%,3,1,4.0%,All Dameon Pierce red zone receiving plays
James Proche,BAL,2,1,50.00%,6,0,2.9%,1,1,100.00%,6,0,3.4%,All James Proche red zone receiving plays
Wan'Dale Robinson,NYG,2,1,50.00%,5,1,5.1%,1,1,100.00%,5,1,5.0%,All Wan'Dale Robinson red zone receiving plays
Richard Rodgers,LAC,2,0,0.00%,0,0,2.1%,2,0,0.00%,0,0,4.3%,All Richard Rodgers red zone receiving plays
Kyle Rudolph,TAM,2,1,50.00%,8,1,2.1%,1,1,100.00%,8,1,2.0%,All Kyle Rudolph red zone receiving plays
Laviska Shenault,CAR,2,2,100.00%,11,0,5.3%,0,0,,0,0,.0%,All Laviska Shenault red zone receiving plays
David Sills,NYG,2,2,100.00%,18,0,5.1%,1,1,100.00%,5,0,5.0%,All David Sills red zone receiving plays
Tre'Quan Smith,NOR,2,1,50.00%,18,1,3.3%,1,0,0.00%,0,0,4.8%,All Tre'Quan Smith red zone receiving plays
Equanimeous St. Brown,CHI,2,1,50.00%,18,1,5.4%,0,0,,0,0,.0%,All Equanimeous St. Brown red zone receiving plays
Ian Thomas,CAR,2,2,100.00%,9,0,5.3%,0,0,,0,0,.0%,All Ian Thomas red zone receiving plays
Laquon Treadwell,SEA,2,2,100.00%,6,0,3.0%,0,0,,0,0,.0%,All Laquon Treadwell red zone receiving plays
Justin Watson,KAN,2,1,50.00%,4,1,1.9%,2,1,50.00%,4,1,3.1%,All Justin Watson red zone receiving plays
Derek Watt,PIT,2,2,100.00%,2,1,3.6%,2,2,100.00%,2,1,6.9%,All Derek Watt red zone receiving plays
Trevon Wesco,CHI,2,1,50.00%,3,0,5.4%,1,1,100.00%,3,0,5.9%,All Trevon Wesco red zone receiving plays
Jordan Wilkins,IND,2,2,100.00%,6,0,3.2%,1,1,100.00%,4,0,3.1%,All Jordan Wilkins red zone receiving plays
Jamaal Williams,DET,2,2,100.00%,5,0,2.3%,1,1,100.00%,3,0,2.4%,All Jamaal Williams red zone receiving plays
Michael Woods,CLE,2,1,50.00%,4,0,2.9%,1,0,0.00%,0,0,3.3%,All Michael Woods red zone receiving plays
Andre Baccellia,ARI,1,0,0.00%,0,0,1.6%,0,0,,0,0,.0%,All Andre Baccellia red zone receiving plays
David Bakhtiari,GNB,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,3.1%,All David Bakhtiari red zone receiving plays
Michael Bandy,LAC,1,1,100.00%,4,0,1.0%,0,0,,0,0,.0%,All Michael Bandy red zone receiving plays
Rashod Bateman,BAL,1,1,100.00%,4,0,1.4%,1,1,100.00%,4,0,3.4%,All Rashod Bateman red zone receiving plays
Cole Beasley,BUF,1,0,0.00%,0,0,1.3%,1,0,0.00%,0,0,2.9%,All Cole Beasley red zone receiving plays
Blake Bell,KAN,1,1,100.00%,17,1,.9%,0,0,,0,0,.0%,All Blake Bell red zone receiving plays
David Bell,CLE,1,1,100.00%,6,0,1.4%,0,0,,0,0,.0%,All David Bell red zone receiving plays
Raheem Blackshear,CAR,1,1,100.00%,0,0,2.6%,1,1,100.00%,0,0,5.9%,All Raheem Blackshear red zone receiving plays
Brandon Bolden,LVR,1,1,100.00%,18,1,1.4%,0,0,,0,0,.0%,All Brandon Bolden red zone receiving plays
Jason Cabinda,DET,1,0,0.00%,0,0,1.2%,0,0,,0,0,.0%,All Jason Cabinda red zone receiving plays
Lawrence Cager,NYG,1,1,100.00%,9,1,2.6%,1,1,100.00%,9,1,5.0%,All Lawrence Cager red zone receiving plays
Nick Chubb,CLE,1,1,100.00%,2,1,1.4%,1,1,100.00%,2,1,3.3%,All Nick Chubb red zone receiving plays
Tyrie Cleveland,DEN,1,0,0.00%,0,0,2.0%,0,0,,0,0,.0%,All Tyrie Cleveland red zone receiving plays
Tevin Coleman,SFO,1,1,100.00%,9,1,1.6%,1,1,100.00%,9,1,3.3%,All Tevin Coleman red zone receiving plays
DeeJay Dallas,SEA,1,1,100.00%,4,0,1.5%,1,1,100.00%,4,0,3.7%,All DeeJay Dallas red zone receiving plays
Josiah Deguara,GNB,1,1,100.00%,9,0,1.4%,0,0,,0,0,.0%,All Josiah Deguara red zone receiving plays
Ben Ellefson,MIN,1,1,100.00%,2,0,1.0%,0,0,,0,0,.0%,All Ben Ellefson red zone receiving plays
Ezekiel Elliott,DAL,1,1,100.00%,3,0,1.5%,1,1,100.00%,3,0,2.9%,All Ezekiel Elliott red zone receiving plays
Chris Evans,CIN,1,1,100.00%,8,1,1.1%,1,1,100.00%,8,1,2.9%,All Chris Evans red zone receiving plays
Anthony Firkser,ATL,1,0,0.00%,0,0,2.1%,1,0,0.00%,0,0,3.6%,All Anthony Firkser red zone receiving plays
D'Onta Foreman,CAR,1,1,100.00%,-4,0,2.6%,0,0,,0,0,.0%,All D'Onta Foreman red zone receiving plays
Kenny Golladay,NYG,1,0,0.00%,0,0,2.6%,1,0,0.00%,0,0,5.0%,All Kenny Golladay red zone receiving plays
Troy Hairston,HOU,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,4.0%,All Troy Hairston red zone receiving plays
N'Keal Harry,CHI,1,1,100.00%,17,1,2.7%,0,0,,0,0,.0%,All N'Keal Harry red zone receiving plays
Jamycal Hasty,JAX,1,1,100.00%,9,0,1.3%,1,1,100.00%,9,0,3.1%,All Jamycal Hasty red zone receiving plays
Peyton Hendershot,DAL,1,1,100.00%,2,1,1.5%,1,1,100.00%,2,1,2.9%,All Peyton Hendershot red zone receiving plays
Justin Herbert,LAC,1,1,100.00%,-2,0,1.0%,1,1,100.00%,-2,0,2.2%,All Justin Herbert red zone receiving plays
Khalil Herbert,CHI,1,1,100.00%,-2,0,2.7%,0,0,,0,0,.0%,All Khalil Herbert red zone receiving plays
Cody Hollister,TEN,1,1,100.00%,5,0,1.8%,1,1,100.00%,5,0,4.2%,All Cody Hollister red zone receiving plays
Travis Homer,SEA,1,1,100.00%,18,1,1.5%,0,0,,0,0,.0%,All Travis Homer red zone receiving plays
Brycen Hopkins,LAR,1,1,100.00%,11,0,1.5%,0,0,,0,0,.0%,All Brycen Hopkins red zone receiving plays
Keaontay Ingram,ARI,1,1,100.00%,-1,0,1.6%,0,0,,0,0,.0%,All Keaontay Ingram red zone receiving plays
Tony Jones,NOR,1,1,100.00%,5,0,1.6%,0,0,,0,0,.0%,All Tony Jones red zone receiving plays
Joshua Kelley,LAC,1,1,100.00%,8,0,1.0%,0,0,,0,0,.0%,All Joshua Kelley red zone receiving plays
Tom Kennedy,DET,1,0,0.00%,0,0,1.2%,1,0,0.00%,0,0,2.4%,All Tom Kennedy red zone receiving plays
Ko Kieft,TAM,1,1,100.00%,5,1,1.0%,1,1,100.00%,5,1,2.0%,All Ko Kieft red zone receiving plays
Charlie Kolar,BAL,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,3.4%,All Charlie Kolar red zone receiving plays
Tyler Mabry,SEA,1,1,100.00%,7,1,1.5%,1,1,100.00%,7,1,3.7%,All Tyler Mabry red zone receiving plays
Chris Manhertz,JAX,1,1,100.00%,3,0,1.3%,0,0,,0,0,.0%,All Chris Manhertz red zone receiving plays
Trey McBride,ARI,1,1,100.00%,4,1,1.6%,1,1,100.00%,4,1,3.6%,All Trey McBride red zone receiving plays
Ray-Ray McCloud,SFO,1,1,100.00%,8,1,1.6%,1,1,100.00%,8,1,3.3%,All Ray-Ray McCloud red zone receiving plays
Lance McCutcheon,LAR,1,0,0.00%,0,0,1.5%,0,0,,0,0,.0%,All Lance McCutcheon red zone receiving plays
Denzel Mims,NYJ,1,1,100.00%,12,0,1.6%,0,0,,0,0,.0%,All Denzel Mims red zone receiving plays
Elijah Mitchell,SFO,1,1,100.00%,-1,0,1.6%,1,1,100.00%,-1,0,3.3%,All Elijah Mitchell red zone receiving plays
James Mitchell,DET,1,1,100.00%,3,1,1.2%,1,1,100.00%,3,1,2.4%,All James Mitchell red zone receiving plays
Ty Montgomery,NWE,1,1,100.00%,6,1,2.2%,1,1,100.00%,6,1,3.6%,All Ty Montgomery red zone receiving plays
Skyy Moore,KAN,1,1,100.00%,2,0,.9%,1,1,100.00%,2,0,1.6%,All Skyy Moore red zone receiving plays
Stanley Morgan,CIN,1,0,0.00%,0,0,1.1%,1,0,0.00%,0,0,2.9%,All Stanley Morgan red zone receiving plays
Jalen Nailor,MIN,1,1,100.00%,5,0,1.0%,0,0,,0,0,.0%,All Jalen Nailor red zone receiving plays
Albert Okwuegbunam,DEN,1,1,100.00%,3,0,2.0%,1,1,100.00%,3,0,3.7%,All Albert Okwuegbunam red zone receiving plays
Gunner Olszewski,PIT,1,1,100.00%,8,0,1.8%,1,1,100.00%,8,0,3.4%,All Gunner Olszewski red zone receiving plays
Isiah Pacheco,KAN,1,1,100.00%,9,0,.9%,0,0,,0,0,.0%,All Isiah Pacheco red zone receiving plays
Zach Pascal,PHI,1,1,100.00%,1,0,2.1%,0,0,,0,0,.0%,All Zach Pascal red zone receiving plays
Dezmon Patmon,IND,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,3.1%,All Dezmon Patmon red zone receiving plays
Rashaad Penny,SEA,1,1,100.00%,4,0,1.5%,0,0,,0,0,.0%,All Rashaad Penny red zone receiving plays
Byron Pringle,CHI,1,1,100.00%,4,1,2.7%,1,1,100.00%,4,1,5.9%,All Byron Pringle red zone receiving plays
Jalen Reagor,MIN,1,1,100.00%,1,1,1.0%,1,1,100.00%,1,1,1.9%,All Jalen Reagor red zone receiving plays
Patrick Ricard,BAL,1,1,100.00%,12,0,1.4%,0,0,,0,0,.0%,All Patrick Ricard red zone receiving plays
Ronnie Rivers,LAR,1,1,100.00%,14,0,1.5%,0,0,,0,0,.0%,All Ronnie Rivers red zone receiving plays
Brian Robinson,WAS,1,1,100.00%,14,1,1.9%,0,0,,0,0,.0%,All Brian Robinson red zone receiving plays
Amari Rodgers,GNB,1,0,0.00%,0,0,1.4%,0,0,,0,0,.0%,All Amari Rodgers red zone receiving plays
Drew Sample,CIN,1,1,100.00%,2,0,1.1%,0,0,,0,0,.0%,All Drew Sample red zone receiving plays
Rashid Shaheed,NOR,1,1,100.00%,8,0,1.6%,0,0,,0,0,.0%,All Rashid Shaheed red zone receiving plays
Sterling Shepard,NYG,1,0,0.00%,0,0,2.6%,0,0,,0,0,.0%,All Sterling Shepard red zone receiving plays
Steven Sims,PIT,1,0,0.00%,0,0,1.8%,0,0,,0,0,.0%,All Steven Sims red zone receiving plays
Ihmir Smith-Marsette,CHI,1,0,0.00%,0,0,2.7%,1,0,0.00%,0,0,5.9%,All Ihmir Smith-Marsette red zone receiving plays
Jeff Smith,NYJ,1,0,0.00%,0,0,1.6%,0,0,,0,0,.0%,All Jeff Smith red zone receiving plays
Keith Smith,ATL,1,0,0.00%,0,0,2.1%,1,0,0.00%,0,0,3.6%,All Keith Smith red zone receiving plays
Jack Stoll,PHI,1,0,0.00%,0,0,2.1%,1,0,0.00%,0,0,5.0%,All Jack Stoll red zone receiving plays
Jalen Tolbert,DAL,1,1,100.00%,4,0,1.5%,0,0,,0,0,.0%,All Jalen Tolbert red zone receiving plays
Samori Toure,GNB,1,1,100.00%,2,0,1.4%,0,0,,0,0,.0%,All Samori Toure red zone receiving plays
Cole Turner,WAS,1,0,0.00%,0,0,1.9%,1,0,0.00%,0,0,3.6%,All Cole Turner red zone receiving plays
DJ Turner,LVR,1,0,0.00%,0,0,1.4%,0,0,,0,0,.0%,All DJ Turner red zone receiving plays
C.J. Uzomah,NYJ,1,1,100.00%,1,1,1.6%,1,1,100.00%,1,1,3.6%,All C.J. Uzomah red zone receiving plays
Nick Vannett,NYG,1,1,100.00%,12,0,2.6%,0,0,,0,0,.0%,All Nick Vannett red zone receiving plays
Kenneth Walker,SEA,1,1,100.00%,4,0,1.5%,0,0,,0,0,.0%,All Kenneth Walker red zone receiving plays
Jonathan Ward,TEN,1,1,100.00%,4,0,1.8%,0,0,,0,0,.0%,All Jonathan Ward red zone receiving plays
Mitchell Wilcox,CIN,1,1,100.00%,12,1,1.1%,0,0,,0,0,.0%,All Mitchell Wilcox red zone receiving plays
Darrel Williams,ARI,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,3.6%,All Darrel Williams red zone receiving plays
Kyren Williams,LAR,1,0,0.00%,0,0,1.5%,0,0,,0,0,.0%,All Kyren Williams red zone receiving plays
Zach Wilson,NYJ,1,1,100.00%,2,1,1.6%,1,1,100.00%,2,1,3.6%,All Zach Wilson red zone receiving plays
